nom,prix,adresse,image_lien
Mouton de tabaski,100000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_5344147_uploaded_image1_1748126098.jpg
Moutons,225000.0,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_5342599_uploaded_image1_1748032725.jpg
Mouton,600.0,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_5342588_uploaded_image1_1748032353.jpg
Mouton,350000.0,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5337516_uploaded_image1_1747772137.jpg
Mouton,275000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_5334872_uploaded_image1_1747644353.jpg
Mouton,190000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_5334867_uploaded_image1_1747644110.jpg
Mouton Ladoum,800000.0,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5334036_uploaded_image1_1747578346.jpg
Mouton de race,350000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5333365_uploaded_image1_1747518081.jpg
Mouton de race,350000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5333364_uploaded_image1_1747517896.jpg
Mouton,165000.0,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_5331651_uploaded_image1_1747411805.jpg
Mouton Ladoum,850000.0,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5328631_uploaded_image1_1747268349.jpg
Mouton Ladoum,550000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_5321660_uploaded_image1_1746897337.jpg
Mouton de tabaski,325000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5316393_uploaded_image1_1746633254.jpg
Mouton de tabaski,325000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5316327_uploaded_image1_1746631366.jpg
Mouton de tabaski,350000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5316323_uploaded_image1_1746631293.jpg
Mouton Ladoum,600000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5311435_uploaded_image1_1746380521.jpg
Mouton,375000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5302025_uploaded_image1_1745854211.jpg
Mouton,375000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5302020_uploaded_image1_1745854071.jpg
Mouton Toubaberr,105000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5271542_uploaded_image1_1744106341.jpg
Mouton de tabaski,400.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5289057_uploaded_image1_1745062997.jpg
Mouton de tabaski,350.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5289055_uploaded_image1_1745062842.jpg
Mouton,80000.0,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_5288288_uploaded_image1_1744995144.jpg
Mouton,150000.0,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_5288284_uploaded_image1_1744994723.jpg
Mouton,350000.0,"Bambey, Sénégal",https://images.coinafrique.com/thumb_5242287_uploaded_image2_1742488655.jpeg
Mouton,350000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5234191_uploaded_image1_1742083080.jpg
Mouton de race,350000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5228921_uploaded_image1_1741801692.jpg
Mouton,350000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5228913_uploaded_image1_1741801582.jpg
Mouton,300000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_5200965_uploaded_image1_1740410729.jpg
Mouton,350000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5196558_uploaded_image1_1740141766.jpg
Mouton,325000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5196554_uploaded_image1_1740141524.jpg
Mouton Ladoum,300000.0,"Diourbel, Sénégal",https://images.coinafrique.com/thumb_5187810_uploaded_image1_1739676570.jpg
Mouton Ladoum,300000.0,"Diourbel, Sénégal",https://images.coinafrique.com/thumb_5187800_uploaded_image1_1739674108.jpg
Mouton Ladoum,300000.0,"Diourbel, Sénégal",https://images.coinafrique.com/thumb_5187761_uploaded_image1_1739669832.jpg
Mouton Ladoum,300000.0,"Diourbel, Sénégal",https://images.coinafrique.com/thumb_5187749_uploaded_image1_1739669547.jpg
Ladoum,750000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5179072_uploaded_image1_1739195002.jpg
Bélier,225000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5179070_uploaded_image1_1739194872.jpg
Mouton,200000.0,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/thumb_5164450_uploaded_image1_1738427830.jpg
Mouton,180000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5159269_uploaded_image1_1738163617.jpg
Mouton Ladoum,375000.0,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5144166_uploaded_image1_1737393386.jpg
Mouton Ladoum,1000000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5114763_uploaded_image1_1735745896.jpg
Mouton,180000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5114762_uploaded_image1_1735745550.jpg
Mouton,140000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5090703_uploaded_image1_1734111129.jpg
Mouton Ladoum,500000.0,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_5026510_uploaded_image1_1730734414.jpg
Mouton Ladoum,1000000.0,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_5026478_uploaded_image1_1730733079.jpg
Mouton,150000.0,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4995716_uploaded_image1_1729028654.jpg
Mouton Ladoum,350000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4969224_uploaded_image1_1727728741.jpg
Mouton Ladoum,350000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4969221_uploaded_image1_1727728659.jpg
Mouton Ladoum,650000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4969219_uploaded_image1_1727728556.jpg
Femelle Ladoume,200000.0,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4961186_uploaded_image1_1727261381.jpg
Landoum pur,1200000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4948067_uploaded_image1_1726569636.jpg
Mouton Ladoum,800000.0,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_4931367_uploaded_image1_1725633697.jpg
Mouton Ladoum,350000.0,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4905476_uploaded_image1_1724281103.jpg
Ladoum Mix,250000.0,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4885680_uploaded_image1_1723205050.jpg
