web_scraper_order,web_scraper_start_url,nom,prix,adresse,image_lien
"1766752716-405","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Bichons","175 000CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_5133780_uploaded_image1_1736845188.jpg"
"1766752716-406","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","130 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1766752716-407","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","250 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5127074_uploaded_image1_1736431592.jpg"
"1766752716-408","https://sn.coinafrique.com/categorie/chiens?page=2","Chien","275CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5124976_uploaded_image1_1736338081.jpg"
"1766752716-409","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","210 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_5114394_uploaded_image1_1735682024.jpg"
"1766752716-410","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon Maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5104979_uploaded_image2_1734994461.jpeg"
"1766752716-411","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon Maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5090975_uploaded_image1_1734122480.jpg"
"1766752716-412","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon Maltais","80 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5085599_uploaded_image1_1733856381.jpg"
"1766752716-413","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon Maltais","80 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5085597_uploaded_image1_1733856273.jpg"
"1766752716-414","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon Maltais","80 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5085579_uploaded_image1_1733854971.jpg"
"1766752716-415","https://sn.coinafrique.com/categorie/chiens?page=2","Berger malinois","250 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5078573_uploaded_image1_1733447779.jpg"
"1766752716-416","https://sn.coinafrique.com/categorie/chiens?page=2","Femelle berger allemand 4 mois","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5065991_uploaded_image1_1732805663.jpg"
"1766752716-417","https://sn.coinafrique.com/categorie/chiens?page=2","Caniche mâle","650 000CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg"
"1766752716-418","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot chihuahuas","250 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5045245_uploaded_image1_1731667358.jpg"
"1766752716-419","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Rottweiler","300 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5044649_uploaded_image1_1731627517.jpg"
"1766752716-420","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Husky","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5028791_uploaded_image1_1730840222.jpg"
"1766752719-421","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Labrador","250 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5672239_uploaded_image1_1765736340.jpg"
"1766752719-422","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Dogue Argentin","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5671568_uploaded_image1_1765675623.jpg"
"1766752719-423","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Rottweiler","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5671567_uploaded_image1_1765675459.jpg"
"1766752719-424","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Husky","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5671564_uploaded_image1_1765675272.jpg"
"1766752719-425","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Spizt","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5671563_uploaded_image1_1765674976.jpg"
"1766752719-426","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots labradors","300 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5667947_uploaded_image1_1765469989.jpg"
"1766752719-427","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Husky","350 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5664078_uploaded_image1_1765299555.jpg"
"1766752719-428","https://sn.coinafrique.com/categorie/chiens?page=1","Berger malinois charbonner","250CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5649558_uploaded_image1_1764572984.jpg"
"1766752719-429","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon Maltais","100 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5644579_uploaded_image1_1764272051.jpg"
"1766752719-430","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Labradors Retriever","300 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5640905_uploaded_image1_1764096718.jpg"
"1766752719-431","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Malinois","200 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5628892_uploaded_image1_1763507006.jpg"
"1766752719-432","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger Malinois","150 000CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5628715_uploaded_image1_1763500388.jpg"
"1766752719-433","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Husky","350 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5621149_uploaded_image1_1763076045.jpg"
"1766752719-434","https://sn.coinafrique.com/categorie/chiens?page=1","Parfum Presa Canario","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_5617572_uploaded_image1_1762928156.jpg"
"1766752719-435","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Malinois","125 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5616738_uploaded_image1_1762882607.jpg"
"1766752719-436","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Border Collie","140 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5616729_uploaded_image1_1762882207.jpg"
"1766752719-437","https://sn.coinafrique.com/categorie/chiens?page=1","Berger Belge Malinois","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5616008_uploaded_image1_1762860338.jpg"
"1766752719-438","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot","60 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5613212_uploaded_image1_1762713775.jpg"
"1766752719-439","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Pitbull Tricolor","120 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5610458_uploaded_image1_1762521942.jpg"
"1766752719-440","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Labrador","400 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5603738_uploaded_image1_1762199868.jpg"
"1766752719-441","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon maltais","125 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_5601862_uploaded_image1_1762106679.jpg"
"1766752719-442","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Pitbull","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_5599056_uploaded_image1_1761928314.jpg"
"1766752719-443","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot American","170CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5579814_uploaded_image1_1760778039.jpg"
"1766752719-444","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger Allemand","250 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5575546_uploaded_image1_1760547251.jpg"
"1766752719-445","https://sn.coinafrique.com/categorie/chiens?page=1","Bichon Maltais frisé","150 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5572179_uploaded_image1_1760379385.jpg"
"1766752719-446","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Presa Canario","650 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5565180_uploaded_image1_1759957391.jpg"
"1766752719-447","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger Allemand","300 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5563010_uploaded_image1_1759844917.jpg"
"1766752719-448","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Husky Sibérien vacciné","400 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5560240_uploaded_image1_1759709034.jpg"
"1766752719-449","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger Allemand","130 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5560003_uploaded_image1_1759693627.jpg"
"1766752719-450","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Labrador","450 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5550994_uploaded_image1_1759258475.jpg"
"1766752719-451","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Golden Retriever","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5540468_uploaded_image1_1758664107.jpg"
"1766752719-452","https://sn.coinafrique.com/categorie/chiens?page=1","Croquettes pour chiens","28 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5537867_uploaded_image1_1758544788.jpg"
"1766752719-453","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon nain","200 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5530652_uploaded_image1_1758128841.jpg"
"1766752719-454","https://sn.coinafrique.com/categorie/chiens?page=1","Husky pur sang femelle","250 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5528570_uploaded_image1_1758035685.jpg"
"1766752719-455","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot pitbull","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_5528346_uploaded_image1_1758029532.jpg"
"1766752719-456","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot pitbull","100 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5528337_uploaded_image1_1758029337.jpg"
"1766752719-457","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Boerboel","375 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5524708_uploaded_image1_1757840142.jpg"
"1766752719-458","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot  Husky","350 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5524610_uploaded_image1_1757831632.jpg"
"1766752719-459","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Rottweiler","250 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5524392_uploaded_image1_1757805590.jpg"
"1766752719-460","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon","200 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5521237_uploaded_image1_1757636811.jpg"
"1766752719-461","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot","100 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5516813_uploaded_image1_1757429045.jpg"
"1766752719-462","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Pitbull","150CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5512296_uploaded_image1_1757182867.jpg"
"1766752719-463","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger allemand","350 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5507784_uploaded_image1_1756958536.jpg"
"1766752719-464","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Malinois","250CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5506845_uploaded_image1_1756907976.jpg"
"1766752719-465","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Bichons Havanais","130 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5498808_uploaded_image1_1756485463.jpg"
"1766752719-466","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger Allemand","200 000CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5492262_uploaded_image1_1756135491.jpg"
"1766752719-467","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger Allemand","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_5491012_uploaded_image1_1756047419.jpg"
"1766752719-468","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger allemand grand gabarit","350 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5490358_uploaded_image1_1755989245.jpg"
"1766752719-469","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Labradors","300 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5489586_uploaded_image1_1755947226.jpg"
"1766752719-470","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Labradors","300 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5489540_uploaded_image1_1755946028.jpg"
"1766752719-471","https://sn.coinafrique.com/categorie/chiens?page=1","Chien  bichons","450 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5489184_uploaded_image1_1755926050.jpg"
"1766752719-472","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger Allemand","350 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5487110_uploaded_image1_1755815195.jpg"
"1766752719-473","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Rottweiler","400 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5486097_uploaded_image1_1755778960.jpg"
"1766752719-474","https://sn.coinafrique.com/categorie/chiens?page=1","Bichon noir","130 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5482763_uploaded_image1_1755623884.jpg"
"1766752719-475","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Rottweiler","300 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5480457_uploaded_image1_1755508783.jpg"
"1766752719-476","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon","200 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5474603_uploaded_image2_1755135509.jpeg"
"1766752719-477","https://sn.coinafrique.com/categorie/chiens?page=1","bichons mâle","150 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5431028_uploaded_image1_1752941357.jpg"
"1766752719-478","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Malinois","150 000CFA","Sipres, Dakar, Sénégal","https://images.coinafrique.com/thumb_5468013_uploaded_image1_1754773485.jpg"
"1766752719-479","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger allemand","250 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5467125_uploaded_image1_1754733559.jpg"
"1766752719-480","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger Allemand","150 000CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_5466408_uploaded_image1_1754682101.jpg"
"1766752719-481","https://sn.coinafrique.com/categorie/chiens?page=1","Chat siamois","100 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5465444_uploaded_image1_1754649176.jpg"
"1766752719-482","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Hamster syrien","5 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5465432_uploaded_image1_1754648750.jpg"
"1766752719-483","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Spizt","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5464950_uploaded_image1_1754612259.jpg"
"1766752719-484","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger","150 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5463591_uploaded_image1_1754561119.jpg"
"1766752719-485","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger allemend","150 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5463584_uploaded_image1_1754560979.jpg"
"1766752719-486","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger allemend","150 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5463567_uploaded_image1_1754560541.jpg"
"1766752719-487","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Malinois","300 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5462776_uploaded_image1_1754507012.jpg"
"1766752719-488","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Husky","350 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5456601_uploaded_image1_1754217248.jpg"
"1766752719-489","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots malinois de parents importés de bordeaux france","250 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5455656_uploaded_image1_1754152274.jpg"
"1766752719-490","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Rottweiler","290 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5453153_uploaded_image1_1754039656.jpg"
"1766752719-491","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger Allemand","120 000CFA","Lac rose, Sénégal","https://images.coinafrique.com/thumb_5443216_uploaded_image1_1753548558.jpg"
"1766752719-492","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger allemand","150 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5439144_uploaded_image1_1753362359.jpg"
"1766752719-493","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon maltes","180 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5435956_uploaded_image1_1753216215.jpg"
"1766752719-494","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger allemand","180 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5429666_uploaded_image1_1752845223.jpg"
"1766752719-495","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger Allemand","150 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5387119_uploaded_image2_1750623407.jpeg"
"1766752719-496","https://sn.coinafrique.com/categorie/chiens?page=1","Bichon maltaise","150 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5386842_uploaded_image1_1750611237.jpg"
"1766752719-497","https://sn.coinafrique.com/categorie/chiens?page=1","Chien Boerboell","650 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5386827_uploaded_image1_1750610656.jpg"
"1766752719-498","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger allemand","170CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5425744_uploaded_image1_1752657035.jpg"
"1766752719-499","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Cane Corso","400 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5400421_uploaded_image1_1751373309.jpg"
"1766752719-500","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Husky","300 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5397542_uploaded_image1_1751222051.jpg"
"1766752719-501","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Husky","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_5397530_uploaded_image1_1751220841.jpg"
"1766752719-502","https://sn.coinafrique.com/categorie/chiens?page=1","Berger Malinois Métis","200 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5389289_uploaded_image1_1750742046.jpg"
"1766752719-503","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Husky male","350 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5385417_uploaded_image1_1750511517.jpg"
"1766752719-504","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger malinois","300 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5384862_uploaded_image1_1750465161.jpg"
